Id,Type,Quantity,Sales,Shipping,Customer Name,Province,Region
4747,Technology,39,6330.086,Regular Air,Deborah Brumfield,Manitoba,Prarie
4748,Technology,3,1566.8,Delivery Truck,Keith Dawkins,Manitoba,Prarie
4749,Office Supplies,30,616.01,Regular Air,Keith Dawkins,Manitoba,Prarie
4750,Technology,17,438.6085,Regular Air,Keith Dawkins,Manitoba,Prarie
4751,Furniture,5,1386.6,Delivery Truck,Marc Crier,Manitoba,Prarie
4752,Office Supplies,45,1553.38,Regular Air,Scot Wooten,Manitoba,Prarie
4753,Furniture,21,441.7,Regular Air,Keith Dawkins,Manitoba,Prarie
4754,Technology,38,10823.84,Regular Air,Deborah Brumfield,Manitoba,Prarie
4755,Furniture,2,42.3,Regular Air,Steve Chapman,Manitoba,Prarie
4756,Office Supplies,20,94.86,Regular Air,Nicole Brennan,Manitoba,Prarie
4757,Office Supplies,25,744.12,Regular Air,Nicole Brennan,Manitoba,Prarie
4758,Office Supplies,44,174.9,Express Air,John Lee,Manitoba,Prarie
4759,Furniture,48,103.8,Regular Air,John Lee,Manitoba,Prarie
4760,Furniture,19,2557.51,Delivery Truck,John Lee,Manitoba,Prarie
4761,Furniture,11,1378.72,Delivery Truck,Logan Currie,Manitoba,Prarie
4762,Technology,49,5610.612,Regular Air,John Lee,Manitoba,Prarie
4763,Office Supplies,20,67.03,Regular Air,Marc Crier,Manitoba,Prarie
4764,Office Supplies,15,140.82,Express Air,Marc Crier,Manitoba,Prarie
4765,Furniture,28,4371.92,Delivery Truck,John Lee,Manitoba,Prarie
4766,Technology,21,1745.118,Regular Air,John Lee,Manitoba,Prarie
4767,Office Supplies,44,479.96,Regular Air,Denise Monton,Manitoba,Prarie
4768,Technology,50,28664.52,Regular Air,Deborah Brumfield,Manitoba,Prarie
4769,Technology,6,635.7405,Regular Air,Deborah Brumfield,Manitoba,Prarie
4770,Furniture,16,423.07,Regular Air,Keith Dawkins,Manitoba,Prarie
4771,Office Supplies,33,1602.21,Regular Air,Keith Dawkins,Manitoba,Prarie
4772,Furniture,29,547.82,Regular Air,Keith Dawkins,Manitoba,Prarie
4773,Office Supplies,14,278.27,Regular Air,Marc Crier,Manitoba,Prarie
4774,Technology,25,667.36,Regular Air,Denise Monton,Manitoba,Prarie
4775,Furniture,13,32.37,Regular Air,Denise Monton,Manitoba,Prarie
4776,Technology,38,1409.0875,Express Air,Denise Monton,Manitoba,Prarie
4777,Furniture,7,1011.16,Regular Air,Keith Dawkins,Manitoba,Prarie
4778,Office Supplies,8,180.79,Regular Air,Steve Chapman,Manitoba,Prarie
4779,Furniture,8,487.59,Delivery Truck,Ken Black,Manitoba,Prarie
4780,Office Supplies,34,4152.12,Regular Air,Deborah Brumfield,Manitoba,Prarie
4781,Furniture,16,323.26,Regular Air,Deborah Brumfield,Manitoba,Prarie
4782,Technology,43,17131.36,Delivery Truck,Marc Crier,Manitoba,Prarie
4783,Technology,10,208.77,Regular Air,Denise Monton,Manitoba,Prarie
4784,Office Supplies,4,34.27,Regular Air,Scot Wooten,Manitoba,Prarie
4785,Furniture,28,2555.37,Delivery Truck,Dave Brooks,Manitoba,Prarie
4786,Technology,41,3279.01,Delivery Truck,Marc Crier,Manitoba,Prarie
4787,Office Supplies,26,213.49,Regular Air,Denise Monton,Manitoba,Prarie
4788,Office Supplies,38,375.61,Express Air,Keith Dawkins,Manitoba,Prarie
4789,Office Supplies,34,706.91,Express Air,Steve Chapman,Manitoba,Prarie
4790,Office Supplies,31,190.06,Regular Air,Steve Chapman,Manitoba,Prarie
4791,Technology,11,86.79,Regular Air,Marc Crier,Manitoba,Prarie
4792,Technology,8,753.8,Regular Air,Marc Crier,Manitoba,Prarie
4793,Office Supplies,38,212.12,Regular Air,Steve Chapman,Manitoba,Prarie
4794,Furniture,32,6483.42,Delivery Truck,Logan Currie,Manitoba,Prarie
4795,Office Supplies,10,137.77,Regular Air,Logan Currie,Manitoba,Prarie
4796,Office Supplies,43,540.33,Regular Air,John Lee,Manitoba,Prarie
4797,Office Supplies,3,15.88,Regular Air,Keith Dawkins,Manitoba,Prarie
4798,Furniture,11,466.35,Regular Air,Keith Dawkins,Manitoba,Prarie
4799,Office Supplies,42,153.01,Regular Air,John Lee,Manitoba,Prarie
4800,Office Supplies,2,27,Express Air,Marc Crier,Manitoba,Prarie
4801,Office Supplies,41,225.06,Express Air,Joe Elijah,Manitoba,Prarie
4802,Office Supplies,47,1041.78,Regular Air,Joe Elijah,Manitoba,Prarie
4803,Office Supplies,3,32.76,Express Air,Marc Crier,Manitoba,Prarie
4804,Office Supplies,21,1503.49,Regular Air,Steve Chapman,Manitoba,Prarie
4805,Technology,1,10.62,Regular Air,Steve Chapman,Manitoba,Prarie
4806,Technology,50,2337.03,Regular Air,Steve Chapman,Manitoba,Prarie
4807,Furniture,34,29345.27,Delivery Truck,Steve Chapman,Manitoba,Prarie
4808,Furniture,48,3355.1,Delivery Truck,Steve Chapman,Manitoba,Prarie
4809,Technology,34,2864.55,Regular Air,Steve Chapman,Manitoba,Prarie
4810,Office Supplies,31,65.61,Regular Air,Steve Chapman,Manitoba,Prarie
4811,Furniture,15,742.8,Regular Air,Ken Black,Manitoba,Prarie
4812,Technology,46,2188.06,Express Air,John Lee,Manitoba,Prarie
4813,Furniture,47,6181.48,Delivery Truck,Marc Crier,Manitoba,Prarie
4814,Office Supplies,33,283.8,Regular Air,Joe Elijah,Manitoba,Prarie
4815,Office Supplies,8,49.14,Express Air,Steve Chapman,Manitoba,Prarie
4816,Furniture,10,1600.85,Delivery Truck,John Lee,Manitoba,Prarie
4817,Office Supplies,46,320.93,Regular Air,John Lee,Manitoba,Prarie
4818,Office Supplies,14,261.85,Regular Air,John Lee,Manitoba,Prarie
4819,Office Supplies,10,56.91,Regular Air,Cynthia Delaney,Manitoba,Prarie
4820,Office Supplies,19,113.2,Regular Air,Keith Dawkins,Manitoba,Prarie
4821,Office Supplies,27,94.46,Regular Air,Denise Monton,Manitoba,Prarie
4822,Technology,25,1291.2,Regular Air,Marc Crier,Manitoba,Prarie
4823,Office Supplies,28,110.2,Regular Air,Keith Dawkins,Manitoba,Prarie
4824,Office Supplies,12,54.86,Regular Air,Keith Dawkins,Manitoba,Prarie
4825,Furniture,34,1069.85,Delivery Truck,Ed Braxton,Manitoba,Prarie
4826,Technology,42,1967.83,Regular Air,Marc Crier,Manitoba,Prarie
4827,Office Supplies,9,52.59,Regular Air,Marc Crier,Manitoba,Prarie
4828,Technology,41,8188.19,Regular Air,Lindsay Williams,Manitoba,Prarie
4829,Technology,17,283.6535,Regular Air,Lindsay Williams,Manitoba,Prarie
4830,Office Supplies,42,309.17,Regular Air,John Lee,Manitoba,Prarie
4831,Office Supplies,29,412.86,Regular Air,John Lee,Manitoba,Prarie
4832,Office Supplies,33,103.32,Regular Air,Ed Braxton,Manitoba,Prarie
4833,Office Supplies,35,503.75,Regular Air,Joe Elijah,Manitoba,Prarie
4834,Furniture,4,1614.97,Delivery Truck,Keith Dawkins,Manitoba,Prarie
4835,Technology,12,2119.0415,Regular Air,Keith Dawkins,Manitoba,Prarie
4836,Office Supplies,39,272.39,Express Air,Ed Braxton,Manitoba,Prarie
4837,Technology,50,5369.46,Regular Air,Cynthia Delaney,Manitoba,Prarie
4838,Office Supplies,41,1439.96,Regular Air,Cynthia Delaney,Manitoba,Prarie
4839,Office Supplies,25,122.05,Express Air,Marc Crier,Manitoba,Prarie
4840,Furniture,10,48,Regular Air,Scot Wooten,Manitoba,Prarie
4841,Office Supplies,33,505.08,Regular Air,Joe Elijah,Manitoba,Prarie
4842,Technology,4,649.2385,Regular Air,Joe Elijah,Manitoba,Prarie
4843,Furniture,6,830.28,Delivery Truck,Ed Braxton,Manitoba,Prarie
4844,Technology,45,837.386,Regular Air,Ed Braxton,Manitoba,Prarie
4845,Technology,10,392.77,Regular Air,Stefanie Holloman,Manitoba,Prarie
4846,Furniture,24,7332.088,Delivery Truck,Stefanie Holloman,Manitoba,Prarie
4847,Technology,38,1504.22,Express Air,Ed Braxton,Manitoba,Prarie
4848,Office Supplies,50,745.48,Regular Air,Ed Braxton,Manitoba,Prarie
4849,Technology,45,3086.5115,Regular Air,Ed Braxton,Manitoba,Prarie
4850,Office Supplies,6,20.19,Regular Air,Phillip Flathmann,Manitoba,Prarie
4851,Office Supplies,25,151.75,Regular Air,Corey Catlett,Manitoba,Prarie
4852,Office Supplies,42,437.73,Regular Air,Ed Braxton,Manitoba,Prarie
4853,Office Supplies,16,275.01,Regular Air,Ed Braxton,Manitoba,Prarie
4854,Technology,10,567.936,Express Air,Valerie Takahito,Manitoba,Prarie
4855,Office Supplies,23,310.52,Regular Air,Penelope Sewall,Manitoba,Prarie
4856,Office Supplies,2,689.74,Regular Air,Sean Braxton,Manitoba,Prarie
4857,Office Supplies,19,210.4,Regular Air,Valerie Dominguez,Manitoba,Prarie
4858,Office Supplies,42,161.77,Regular Air,Susan MacKendrick,Manitoba,Prarie
4859,Furniture,11,447.09,Regular Air,Susan MacKendrick,Manitoba,Prarie
4860,Technology,29,4192.88,Delivery Truck,Susan MacKendrick,Manitoba,Prarie
4861,Office Supplies,20,59.85,Regular Air,Thais Sissman,Manitoba,Prarie
4862,Office Supplies,23,1661.04,Regular Air,Valerie Dominguez,Manitoba,Prarie
4863,Office Supplies,15,494.34,Regular Air,Tanja Norvell,Manitoba,Prarie
4864,Office Supplies,47,2150.25,Regular Air,Linda Southworth,Manitoba,Prarie
4865,Office Supplies,13,448,Regular Air,Linda Southworth,Manitoba,Prarie
4866,Technology,21,3629.1175,Regular Air,Michael Moore,Manitoba,Prarie
4867,Office Supplies,31,146.51,Regular Air,Patrick Ryan,Manitoba,Prarie
4868,Office Supplies,30,8316.76,Delivery Truck,Troy Blackwell,Manitoba,Prarie
4869,Technology,37,2143.2155,Regular Air,Troy Blackwell,Manitoba,Prarie
4870,Technology,31,2080.035,Regular Air,Thais Sissman,Manitoba,Prarie
4871,Technology,7,145.42,Regular Air,Thais Sissman,Manitoba,Prarie
4872,Technology,11,1559.4355,Regular Air,Thais Sissman,Manitoba,Prarie
4873,Office Supplies,35,787.56,Regular Air,Ross Baird,Manitoba,Prarie
4874,Furniture,37,565.91,Regular Air,Ross Baird,Manitoba,Prarie
4875,Furniture,39,593.21,Regular Air,Ross Baird,Manitoba,Prarie
4876,Office Supplies,2,89.23,Regular Air,Ross Baird,Manitoba,Prarie
4877,Office Supplies,13,98.39,Express Air,Tracy Zic,Manitoba,Prarie
4878,Office Supplies,36,65.39,Regular Air,Jack Garza,Manitoba,Prarie
4879,Technology,24,2152.404,Express Air,Gary McGarr,Manitoba,Prarie
4880,Furniture,39,4669.19,Delivery Truck,Mick Crebagga,Manitoba,Prarie
4881,Office Supplies,6,133.4,Regular Air,Mick Crebagga,Manitoba,Prarie
4882,Office Supplies,35,2393.63,Regular Air,Roy Skaria,Manitoba,Prarie
4883,Furniture,49,6177.53,Delivery Truck,Roy Skaria,Manitoba,Prarie
4884,Office Supplies,33,94.6,Regular Air,Roy Skaria,Manitoba,Prarie
4885,Office Supplies,7,20.5,Regular Air,Roy Skaria,Manitoba,Prarie
4886,Office Supplies,16,76.6,Regular Air,Steven Ward,Manitoba,Prarie
4887,Office Supplies,40,221.86,Regular Air,Tanja Norvell,Manitoba,Prarie
4888,Office Supplies,25,78.26,Express Air,Tanja Norvell,Manitoba,Prarie
4889,Office Supplies,47,992.95,Regular Air,Tanja Norvell,Manitoba,Prarie
4890,Office Supplies,42,294.78,Regular Air,Ryan Crowe,Manitoba,Prarie
4891,Office Supplies,45,282.71,Regular Air,Roy Skaria,Manitoba,Prarie
4892,Office Supplies,48,724.13,Regular Air,Roy Skaria,Manitoba,Prarie
4893,Furniture,15,294.66,Regular Air,Roy Skaria,Manitoba,Prarie
4894,Technology,32,16172.44,Delivery Truck,Steven Ward,Manitoba,Prarie
4895,Furniture,36,4733.7,Delivery Truck,Irene Maddox,Manitoba,Prarie
4896,Furniture,14,2718.07,Regular Air,Irene Maddox,Manitoba,Prarie
4897,Office Supplies,17,198.78,Regular Air,Nick Radford,Manitoba,Prarie
4898,Furniture,50,281.58,Regular Air,Nick Radford,Manitoba,Prarie
4899,Office Supplies,4,2206.17,Regular Air,Theresa Swint,Manitoba,Prarie
4900,Office Supplies,40,621.12,Regular Air,Theresa Swint,Manitoba,Prarie
4901,Technology,31,175.92,Regular Air,Theresa Swint,Manitoba,Prarie
4902,Office Supplies,27,384.74,Express Air,Maurice Satty,Manitoba,Prarie
4903,Office Supplies,24,133.94,Express Air,Henry Goldwyn,Manitoba,Prarie
4904,Technology,29,5433.0895,Regular Air,Henry Goldwyn,Manitoba,Prarie
4905,Office Supplies,43,92.63,Regular Air,Mick Crebagga,Manitoba,Prarie
4906,Furniture,23,21062.91,Delivery Truck,Roy Skaria,Manitoba,Prarie
4907,Office Supplies,1,22.13,Express Air,Victor Price,Manitoba,Prarie
4908,Furniture,19,129.84,Express Air,Victor Price,Manitoba,Prarie
4909,Technology,43,3681.7495,Regular Air,Maureen Grace,Manitoba,Prarie
4910,Office Supplies,36,2300.45,Regular Air,Eric Hoffmann,Manitoba,Prarie
4911,Office Supplies,46,548.11,Regular Air,Eric Hoffmann,Manitoba,Prarie
4912,Office Supplies,32,1425.06,Regular Air,Jill Stevenson,Manitoba,Prarie
4913,Office Supplies,3,31.35,Regular Air,Evan Bailliet,Manitoba,Prarie
4914,Furniture,46,11057.6,Delivery Truck,Meg Tillman,Manitoba,Prarie
4915,Furniture,44,10445.95,Delivery Truck,Gary McGarr,Manitoba,Prarie
4916,Office Supplies,15,66.33,Regular Air,Russell D'Ascenzo,Manitoba,Prarie
4917,Technology,28,197.574,Regular Air,Gary Hwang,Manitoba,Prarie
4918,Furniture,37,4935.72,Delivery Truck,Meg Tillman,Manitoba,Prarie
4919,Office Supplies,12,151.49,Regular Air,Joseph Airdo,Manitoba,Prarie
4920,Office Supplies,37,308.22,Regular Air,Joseph Airdo,Manitoba,Prarie
4921,Office Supplies,8,85.85,Regular Air,Emily Ducich,Manitoba,Prarie
4922,Furniture,41,14377.78,Delivery Truck,Emily Ducich,Manitoba,Prarie
4923,Technology,26,994.27,Express Air,Emily Ducich,Manitoba,Prarie
4924,Furniture,29,9558.65,Delivery Truck,Emily Ducich,Manitoba,Prarie
4925,Office Supplies,41,172.15,Express Air,Stewart Visinsky,Manitoba,Prarie
4926,Technology,13,772.2675,Regular Air,Tanja Norvell,Manitoba,Prarie
4927,Office Supplies,37,1767.88,Regular Air,Linda Southworth,Manitoba,Prarie
4928,Technology,12,277.42,Regular Air,Linda Southworth,Manitoba,Prarie
4929,Office Supplies,13,178.13,Regular Air,Linda Southworth,Manitoba,Prarie
4930,Technology,17,2637.78,Regular Air,Henry Goldwyn,Manitoba,Prarie
4931,Office Supplies,29,157.4,Regular Air,Henry Goldwyn,Manitoba,Prarie
4932,Technology,43,292.808,Regular Air,Steven Cartwright,Manitoba,Prarie
4933,Furniture,43,1160.55,Delivery Truck,Steven Cartwright,Manitoba,Prarie
4934,Office Supplies,35,106.06,Regular Air,Sue Ann Reed,Manitoba,Prarie
4935,Technology,7,131.61,Regular Air,Irene Maddox,Manitoba,Prarie
4936,Furniture,36,10122.72,Delivery Truck,Thais Sissman,Manitoba,Prarie
4937,Office Supplies,39,203.6,Regular Air,Thais Sissman,Manitoba,Prarie
4938,Office Supplies,30,115.81,Regular Air,Thais Sissman,Manitoba,Prarie
4939,Furniture,49,1058.43,Regular Air,Sanjit Engle,Manitoba,Prarie
4940,Office Supplies,3,299.08,Regular Air,Katherine Ducich,Manitoba,Prarie
4941,Office Supplies,26,566.39,Regular Air,Katherine Ducich,Manitoba,Prarie
4942,Technology,4,377.213,Regular Air,Victor Price,Manitoba,Prarie
4943,Office Supplies,15,140.07,Express Air,Tanja Norvell,Manitoba,Prarie
4944,Office Supplies,5,39.68,Regular Air,Eric Hoffmann,Manitoba,Prarie
4945,Technology,8,1273.266,Regular Air,Eric Hoffmann,Manitoba,Prarie
4946,Office Supplies,22,351.27,Regular Air,Mike Gockenbach,Manitoba,Prarie
4947,Office Supplies,9,49.89,Regular Air,Tanja Norvell,Manitoba,Prarie
4948,Technology,25,1831.529,Express Air,Tanja Norvell,Manitoba,Prarie
4949,Technology,32,599.52,Regular Air,Tracy Zic,Manitoba,Prarie
4950,Office Supplies,25,10330.94,Regular Air,Tracy Zic,Manitoba,Prarie
4951,Furniture,26,3662.16,Delivery Truck,Thais Sissman,Manitoba,Prarie
4952,Office Supplies,21,329.37,Express Air,Thais Sissman,Manitoba,Prarie
4953,Office Supplies,14,1676.44,Regular Air,Tom Zandusky,Manitoba,Prarie
4954,Furniture,14,1406.07,Delivery Truck,Tom Zandusky,Manitoba,Prarie
4955,Office Supplies,30,1771.67,Regular Air,Tom Zandusky,Manitoba,Prarie
4956,Technology,6,127.49,Express Air,Thais Sissman,Manitoba,Prarie
4957,Technology,2,63.427,Regular Air,Sue Ann Reed,Manitoba,Prarie
4958,Technology,31,259.59,Regular Air,Theresa Swint,Manitoba,Prarie
4959,Office Supplies,16,34.93,Regular Air,Theresa Swint,Manitoba,Prarie
4960,Office Supplies,33,431.06,Regular Air,Theresa Swint,Manitoba,Prarie
4961,Office Supplies,8,55,Regular Air,Denny Joy,Manitoba,Prarie
4962,Office Supplies,7,51.66,Regular Air,Denny Joy,Manitoba,Prarie
4963,Office Supplies,37,107.73,Regular Air,Denny Joy,Manitoba,Prarie
4964,Technology,4,174.55,Express Air,Steven Ward,Manitoba,Prarie
4965,Office Supplies,32,74.34,Regular Air,Henia Zydlo,Manitoba,Prarie
4966,Office Supplies,35,228.8,Regular Air,Henia Zydlo,Manitoba,Prarie
4967,Furniture,43,6089.05,Delivery Truck,Henia Zydlo,Manitoba,Prarie
4968,Office Supplies,44,839.7,Regular Air,Tracy Collins,Manitoba,Prarie
4969,Office Supplies,46,1662.5,Regular Air,Tracy Collins,Manitoba,Prarie
4970,Technology,46,745.99,Regular Air,Valerie Dominguez,Manitoba,Prarie
4971,Technology,6,473.9855,Regular Air,Michael Moore,Manitoba,Prarie
4972,Furniture,24,1548.43,Regular Air,Natalie Webber,Manitoba,Prarie
4973,Technology,10,54.84,Regular Air,Natalie Webber,Manitoba,Prarie
4974,Technology,21,2185.9535,Regular Air,Toby Knight,Manitoba,Prarie
4975,Technology,12,1323.5435,Express Air,Toby Knight,Manitoba,Prarie
4976,Office Supplies,36,257.91,Regular Air,Maria Zettner,Manitoba,Prarie
4977,Office Supplies,38,6216.6,Regular Air,Nick Radford,Manitoba,Prarie
4978,Technology,26,765.96,Regular Air,Thea Hudgings,Manitoba,Prarie
4979,Furniture,1,102.9,Delivery Truck,Natalie Webber,Manitoba,Prarie
4980,Technology,8,2174.96,Delivery Truck,Ross Baird,Manitoba,Prarie
4981,Office Supplies,7,51.03,Regular Air,Maurice Satty,Manitoba,Prarie
4982,Office Supplies,22,426.7,Regular Air,Maria Zettner,Manitoba,Prarie
4983,Office Supplies,30,550.29,Regular Air,Tanja Norvell,Manitoba,Prarie
4984,Office Supplies,11,62.84,Express Air,Linda Southworth,Manitoba,Prarie
4985,Office Supplies,50,7156.56,Regular Air,Roy Skaria,Manitoba,Prarie
4986,Furniture,29,6481.95,Delivery Truck,Ryan Crowe,Manitoba,Prarie
4987,Office Supplies,49,2469.15,Regular Air,Natalie Webber,Manitoba,Prarie
4988,Office Supplies,33,463.42,Regular Air,Sue Ann Reed,Manitoba,Prarie
4989,Furniture,4,997,Delivery Truck,Jill Stevenson,Manitoba,Prarie
4990,Technology,43,2357.9085,Regular Air,Penelope Sewall,Manitoba,Prarie
4991,Office Supplies,15,72.67,Regular Air,Gary Hwang,Manitoba,Prarie
4992,Office Supplies,50,99.08,Express Air,Roy Skaria,Manitoba,Prarie
4993,Office Supplies,2,25.72,Regular Air,Nora Pelletier,Manitoba,Prarie
4994,Office Supplies,43,319.96,Express Air,Matthew Clasen,Manitoba,Prarie
4995,Office Supplies,32,204.21,Express Air,Thea Hudgings,Manitoba,Prarie
4996,Office Supplies,33,223.88,Regular Air,Gary Hwang,Manitoba,Prarie
4997,Furniture,5,131.27,Delivery Truck,Nora Pelletier,Manitoba,Prarie
4998,Technology,29,13571.7,Regular Air,Nora Pelletier,Manitoba,Prarie
4999,Office Supplies,10,78.72,Regular Air,Denny Joy,Manitoba,Prarie
5000,Office Supplies,21,788.85,Regular Air,Valerie Takahito,Manitoba,Prarie
5001,Office Supplies,43,364.59,Regular Air,Valerie Takahito,Manitoba,Prarie
5002,Office Supplies,26,66.6,Regular Air,Valerie Dominguez,Manitoba,Prarie
5003,Office Supplies,9,312.25,Regular Air,Valerie Dominguez,Manitoba,Prarie
5004,Office Supplies,36,70.63,Regular Air,Gary Hwang,Manitoba,Prarie
5005,Technology,6,89.75,Regular Air,Victor Price,Manitoba,Prarie
5006,Office Supplies,41,478.38,Regular Air,Natalie Webber,Manitoba,Prarie
5007,Furniture,6,247.15,Regular Air,Jack Garza,Manitoba,Prarie
5008,Technology,30,314.93,Regular Air,Thais Sissman,Manitoba,Prarie
5009,Technology,25,726.82,Express Air,Thais Sissman,Manitoba,Prarie
5010,Office Supplies,44,115.24,Regular Air,Susan MacKendrick,Manitoba,Prarie
5011,Furniture,28,9601.94,Delivery Truck,Susan MacKendrick,Manitoba,Prarie
5012,Technology,6,973.862,Regular Air,Mick Crebagga,Manitoba,Prarie
5013,Technology,35,1624.67,Regular Air,Henia Zydlo,Manitoba,Prarie
5014,Office Supplies,47,116.06,Regular Air,Gary Hwang,Manitoba,Prarie
5015,Office Supplies,10,39.42,Regular Air,Mike Gockenbach,Manitoba,Prarie
5016,Technology,35,801.44,Regular Air,Mike Gockenbach,Manitoba,Prarie
5017,Furniture,22,1194.06,Regular Air,Mike Gockenbach,Manitoba,Prarie
5018,Office Supplies,49,377.02,Regular Air,Mike Gockenbach,Manitoba,Prarie
5019,Furniture,48,7339.24,Delivery Truck,Mike Gockenbach,Manitoba,Prarie
5020,Office Supplies,38,137.07,Regular Air,Nora Pelletier,Manitoba,Prarie
5021,Office Supplies,28,203.99,Regular Air,Nora Pelletier,Manitoba,Prarie
5022,Furniture,48,2962.96,Delivery Truck,Thea Hudgings,Manitoba,Prarie
5023,Office Supplies,48,782.93,Regular Air,Thea Hudgings,Manitoba,Prarie
5024,Office Supplies,17,34.16,Regular Air,Maurice Satty,Manitoba,Prarie
5025,Technology,5,244.9,Regular Air,Tom Zandusky,Manitoba,Prarie
5026,Technology,2,125.273,Regular Air,Natalie Webber,Manitoba,Prarie
5027,Office Supplies,39,209.33,Regular Air,Michael Moore,Manitoba,Prarie
5028,Office Supplies,41,265.61,Regular Air,Gary Hwang,Manitoba,Prarie
5029,Office Supplies,27,485.03,Regular Air,Gary Hwang,Manitoba,Prarie
5030,Furniture,21,2039.33,Delivery Truck,Jamie Frazer,Manitoba,Prarie
5031,Office Supplies,50,2842.54,Regular Air,Natalie Webber,Manitoba,Prarie
